kind	key	coordinate	coefficient_exact
derivative-only	('g', 'F0', -7, 2)	p58	(('7425000*C*V*U + 1237500*V^3', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p59	(('-1640625*C^2 + 3712500*C*U^2 + 3712500*V^2*U', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p60	(('1443750*C*V + 3712500*V*U^2', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p61	(('721875*V^2 + 1237500*U^3', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p63	(('231000*C - 721875*U^2', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p64	(('-7012500*C^3 + 22275000*C^2*U^2 + 44550000*C*V^2*U + 3712500*V^4', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p65	(('-21037500*C^2*V + 44550000*C*V*U^2 + 14850000*V^3*U', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p66	(('-29700000*C^2*U - 21037500*C*V^2 + 14850000*C*U^3 + 22275000*V^2*U^2', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p67	(('2887500*V^3 + 14850000*V*U^3', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p68	(('-8064000*C^2 - 8662500*C*U^2 + 3712500*U^4', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p69	(('-8662500*V*U^2', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p70	(('-1386000*V^2 - 5775000*U^3', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p71	(('-2772000*V*U', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p72	(('-38544000*C^3 - 56306250*C^2*U^2 + 48262500*C*U^4 + 9384375*V^4 + 96525000*V^2*U^3', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p73	(('-133650000*C^2*V - 112612500*C*V*U^2 + 48262500*V*U^4', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p74	(('-133650000*C^2*U - 151668000*C*V^2 - 75075000*C*U^3 - 56306250*V^2*U^2 + 9652500*U^5', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p75	(('-36036000*C*V*U - 12012000*V^3 - 75075000*V*U^3', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p76	(('-30807000*C^2 - 36036000*V^2*U - 28153125*U^4', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p77	(('-4914000*C*V - 18018000*V*U^2', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p78	(('-4914000*C*U - 2457000*V^2 + 6006000*U^3', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p79	(('534600000*C^3*U + 169017750*C^2*V^2 - 1394250000*C^2*U^3 - 3394462500*C*V^2*U^2 + 135135000*C*U^5 - 434362500*V^4*U + 337837500*V^2*U^4', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p80	(('1351548000*C^2*V*U + 28594500*C*V^3 - 2788500000*C*V*U^3 - 1131487500*V^3*U^2 + 135135000*V*U^5', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p81	(('-171432000*C^3 - 504504000*C*V^2*U - 394143750*C*U^4 - 63063000*V^4 - 525525000*V^2*U^3 + 22522500*U^6', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p82	(('-514296000*C^2*V - 252252000*C*V*U^2 - 252252000*V^3*U - 394143750*V*U^4', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p83	(('-514296000*C^2*U - 514296000*C*V^2 + 84084000*C*U^3 - 252252000*V^2*U^2 - 105105000*U^5', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p84	(('-68796000*C*V*U - 22932000*V^3', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p85	(('-74970000*C^2 - 34398000*C*U^2 + 63063000*U^4', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p86	(('-8190000*C*V + 34398000*V*U^2', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p87	(('-362405625*C^4 + 6971250000*C^3*U^2 + 9247095000*C^2*V^2*U - 6334453125*C^2*U^4 - 87945000*C*V^4 - 21396375000*C*V^2*U^3 + 337837500*C*U^6 - 4363734375*V^4*U^2 + 1013512500*V^2*U^5', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p88	(('-608782500*C^3*V + 19021860000*C^2*V*U^2 + 4903470000*C*V^3*U - 12668906250*C*V*U^4 - 80652000*V^5 - 7132125000*V^3*U^3 + 337837500*V*U^6', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p89	(('3048030000*C^3*U + 2038263750*C^2*V^2 - 3712995000*C^2*U^3 - 16814655000*C*V^2*U^2 - 1576575000*C*U^5 - 3433072500*V^4*U - 2956078125*V^2*U^4 + 48262500*U^7', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p90	(('9660060000*C^2*V*U + 1358842500*C*V^3 - 8687250000*C*V*U^3 - 6235515000*V^3*U^2 - 1576575000*V*U^5', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p91	(('-449325000*C^3 - 515970000*C^2*U^2 - 515970000*C*V^2*U + 945945000*C*U^4 - 128992500*V^4 - 630630000*V^2*U^3 - 328453125*U^6', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p92	(('-1347975000*C^2*V + 630630000*V*U^4', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p93	(('-1225125000*C^2*U - 1286550000*C*V^2 - 171990000*C*U^3 + 515970000*V^2*U^2 + 378378000*U^5', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p94	(('20475000*V^3 + 343980000*V*U^3', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p95	(('-162421875*C^2 + 61425000*C*U^2 + 61425000*V^2*U - 42997500*U^4', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p96	(('-1980386250*C^4 + 42177427500*C^3*U^2 + 87304230000*C^2*V^2*U - 11013502500*C^2*U^4 + 5948816250*C*V^4 - 84414330000*C*V^2*U^3 - 5255250000*C*U^6 - 28671142500*V^4*U^2 - 12612600000*V^2*U^5 + 96525000*U^8', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p97	(('-3296925000*C^3*V + 134787802500*C^2*V*U^2 + 60954660000*C*V^3*U - 27072045000*C*V*U^4 + 1189763250*V^5 - 31501470000*V^3*U^3 - 5255250000*V*U^6', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p98	(('14701500000*C^3*U + 11778918750*C^2*V^2 - 18678465000*C^2*U^3 - 43652115000*C*V^2*U^2 + 6054048000*C*U^5 - 7963312500*V^4*U + 2522520000*V^2*U^4 - 900900000*U^7', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p99	(('44104500000*C^2*V*U + 8507812500*C*V^3 - 29101410000*C*V*U^3 - 11798865000*V^3*U^2 + 5045040000*V*U^5', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p100	(('-1049400000*C^3 + 982800000*C^2*U^2 + 982800000*C*V^2*U - 1375920000*C*U^4 + 245700000*V^4 + 5503680000*V^2*U^3 + 1681680000*U^6', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p101	(('-2940300000*C^2*V + 982800000*C*V*U^2 + 982800000*V^3*U + 1375920000*V*U^4', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p102	(('-2940300000*C^2*U - 2836350000*C*V^2 + 655200000*C*U^3 + 491400000*V^2*U^2 - 550368000*U^5', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p103	(('207900000*C*V*U + 34650000*V^3 - 327600000*V*U^3', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p104	(('-8772410625*C^4 + 209501175000*C^3*U^2 + 438372675000*C^2*V^2*U - 91867230000*C^2*U^4 + 45550537500*C*V^4 - 227125080000*C*V^2*U^3 + 28588560000*C*U^6 - 50933610000*V^4*U^2 + 34306272000*V^2*U^5 - 2233481250*U^8', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p105	(('-14824012500*C^3*V + 620149725000*C^2*V*U^2 + 303386850000*C*V^3*U - 136953180000*C*V*U^4 + 10223947500*V^5 - 52317720000*V^3*U^3 + 25729704000*V*U^6', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p106	(('47044800000*C^3*U + 44462756250*C^2*V^2 - 36641475000*C^2*U^3 - 126632025000*C*V^2*U^2 - 11695320000*C*U^5 - 15536137500*V^4*U + 29238300000*V^2*U^4 + 6126120000*U^7', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p107	(('144668700000*C^2*V*U + 30230887500*C*V^3 - 89990550000*C*V*U^3 - 39426075000*V^3*U^2', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p108	(('3234000000*C^3 + 3534300000*C*V^2*U + 4176900000*C*U^4 + 441787500*V^4 - 2784600000*V^2*U^3 - 3898440000*U^6', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p109	(('-900900000*C^2*V + 1767150000*C*V*U^2 - 4176900000*V*U^4', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p110	(('-900900000*C^2*U - 6202350000*C*V^2 - 589050000*C*U^3 - 883575000*V^2*U^2 + 278460000*U^5', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p111	(('18044647500*C^4 + 684785887500*C^3*U^2 + 1554349500000*C^2*V^2*U - 166369612500*C^2*U^4 + 170422106250*C*V^4 - 916092450000*C*V^2*U^3 - 77189112000*C*U^6 - 166369612500*V^4*U^2 + 84206304000*V^2*U^5 + 19297278000*U^8', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p112	(('36872550000*C^3*V + 2086166362500*C^2*V*U^2 + 1025630100000*C*V^3*U - 483107625000*C*V*U^4 + 34084421250*V^5 - 322071750000*V^3*U^3 - 35085960000*V*U^6', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p113	(('225868500000*C^3*U + 170910506250*C^2*V^2 - 134830575000*C^2*U^3 - 356778675000*C*V^2*U^2 + 25061400000*C*U^5 - 62113837500*V^4*U - 62653500000*V^2*U^4 - 20049120000*U^7', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p114	(('480694500000*C^2*V*U + 81121837500*C*V^3 - 248455350000*C*V*U^3 - 140132025000*V^3*U^2 - 25061400000*V*U^5', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p115	(('6265116000*C^3 + 49227750000*C^2*U^2 - 7952175000*C*U^4 - 252450000*V^4 - 10602900000*V^2*U^3 + 4176900000*U^6', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p116	(('-2054052000*C^2*V - 3029400000*C*V*U^2 - 1009800000*V^3*U + 2650725000*V*U^4', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p117	(('7984601625*C^4 + 2910700650000*C^3*U^2 + 5283295875000*C^2*V^2*U - 827442000000*C^2*U^4 + 471229275000*C*V^4 - 2806130250000*C*V^2*U^3 + 158722200000*C*U^6 - 827442000000*V^4*U^2 - 476166600000*V^2*U^5 - 83329155000*U^8', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p118	(('2205274500*C^3*V + 6803888850000*C^2*V*U^2 + 2879459550000*C*V^3*U - 1403065125000*C*V*U^4 + 88489995000*V^5 - 1103256000000*V^3*U^3 - 79361100000*V*U^6', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
derivative-only	('g', 'F0', -7, 2)	p119	(('547875900000*C^3*U + 633212687250*C^2*V^2 + 21911175000*C^2*U^3 - 927152325000*C*V^2*U^2 - 60436530000*C*U^5 - 164118487500*V^4*U - 25181887500*V^2*U^4 + 34011900000*U^7', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))
