Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
469	:	1788356053.133	    44.376	0	0	0	0	run_cell 4 72
467	:	1788356034.910	    64.230	0	0	0	0	run_cell 4 70
468	:	1788356050.155	    53.854	0	0	0	0	run_cell 4 71
413	:	1788354992.504	  1123.467	0	0	0	0	run_cell 4 16
473	:	1788356115.976	    46.250	0	0	0	0	run_cell 4 76
470	:	1788356097.512	    67.300	0	0	0	0	run_cell 4 73
471	:	1788356099.145	    67.395	0	0	0	0	run_cell 4 74
472	:	1788356104.013	    68.529	0	0	0	0	run_cell 4 75
474	:	1788356162.229	    44.928	0	0	0	0	run_cell 4 77
477	:	1788356172.547	    49.913	0	0	0	0	run_cell 4 80
475	:	1788356164.817	    68.580	0	0	0	0	run_cell 4 78
476	:	1788356166.546	    69.563	0	0	0	0	run_cell 4 79
478	:	1788356207.161	    45.681	0	0	0	0	run_cell 4 81
479	:	1788356222.464	    46.000	0	0	0	0	run_cell 4 82
482	:	1788356252.847	    47.093	0	0	0	0	run_cell 4 85
480	:	1788356233.402	    70.717	0	0	0	0	run_cell 4 83
481	:	1788356236.114	    76.924	0	0	0	0	run_cell 4 84
483	:	1788356268.468	    47.631	0	0	0	0	run_cell 4 86
484	:	1788356299.944	    47.941	0	0	0	0	run_cell 4 87
487	:	1788356316.103	    49.728	0	0	0	0	run_cell 4 90
486	:	1788356313.042	    74.394	0	0	0	0	run_cell 4 89
485	:	1788356304.124	    90.501	0	0	0	0	run_cell 4 88
488	:	1788356347.889	    49.663	0	0	0	0	run_cell 4 91
489	:	1788356365.835	    56.661	0	0	0	0	run_cell 4 92
492	:	1788356397.555	    50.908	0	0	0	0	run_cell 4 95
490	:	1788356387.440	    76.925	0	0	0	0	run_cell 4 93
491	:	1788356394.630	    78.054	0	0	0	0	run_cell 4 94
493	:	1788356422.500	    71.045	0	0	0	0	run_cell 4 96
494	:	1788356448.468	    50.753	0	0	0	0	run_cell 4 97
495	:	1788356464.370	    78.950	0	0	0	0	run_cell 4 98
497	:	1788356493.549	    54.049	0	0	0	0	run_cell 4 100
498	:	1788356499.225	    50.460	0	0	0	0	run_cell 4 101
496	:	1788356472.690	    78.225	0	0	0	0	run_cell 4 99
500	:	1788356547.602	    50.874	0	0	0	0	run_cell 4 103
499	:	1788356543.324	    85.581	0	0	0	0	run_cell 4 102
502	:	1788356550.920	    78.622	0	0	0	0	run_cell 4 105
503	:	1788356598.479	    50.794	0	0	0	0	run_cell 4 106
506	:	1788356649.278	    53.615	0	0	0	0	run_cell 4 109
501	:	1788356549.689	   158.384	0	0	0	0	run_cell 4 104
505	:	1788356629.547	    78.662	0	0	0	0	run_cell 4 108
504	:	1788356628.910	    81.146	0	0	0	0	run_cell 4 107
507	:	1788356702.897	    53.121	0	0	0	0	run_cell 4 110
509	:	1788356708.214	    83.832	0	0	0	0	run_cell 4 112
508	:	1788356708.078	    84.957	0	0	0	0	run_cell 4 111
510	:	1788356710.061	    87.103	0	0	0	0	run_cell 4 113
511	:	1788356756.023	    56.076	0	0	0	0	run_cell 4 114
515	:	1788356812.104	    59.279	0	0	0	0	run_cell 4 118
512	:	1788356792.051	    89.016	0	0	0	0	run_cell 4 115
513	:	1788356793.040	    89.210	0	0	0	0	run_cell 4 116
514	:	1788356797.169	    88.837	0	0	0	0	run_cell 4 117
516	:	1788356871.388	    59.369	0	0	0	0	run_cell 4 119
517	:	1788356881.072	    93.463	0	0	0	0	run_cell 4 120
518	:	1788356882.255	    93.842	0	0	0	0	run_cell 4 121
519	:	1788356886.011	    95.346	0	0	0	0	run_cell 4 122
520	:	1788356930.762	    62.169	0	0	0	0	run_cell 4 123
524	:	1788356992.936	    65.335	0	0	0	0	run_cell 4 127
521	:	1788356974.540	    95.687	0	0	0	0	run_cell 4 124
522	:	1788356976.102	    99.082	0	0	0	0	run_cell 4 125
523	:	1788356981.361	    98.784	0	0	0	0	run_cell 4 126
414	:	1788354992.506	  2094.365	0	0	0	0	run_cell 4 17
525	:	1788357058.275	    65.549	0	0	0	0	run_cell 4 128
526	:	1788357070.232	    98.451	0	0	0	0	run_cell 4 129
527	:	1788357075.189	   103.988	0	0	0	0	run_cell 4 130
528	:	1788357080.151	   104.013	0	0	0	0	run_cell 4 131
529	:	1788357086.875	   105.546	0	0	0	0	run_cell 4 132
530	:	1788357123.829	    68.874	0	0	0	0	run_cell 4 133
533	:	1788357184.169	    78.815	0	0	0	0	run_cell 4 136
531	:	1788357168.688	    98.998	0	0	0	0	run_cell 4 134
532	:	1788357179.181	   108.809	0	0	0	0	run_cell 4 135
535	:	1788357192.707	   105.076	0	0	0	0	run_cell 4 138
534	:	1788357192.426	   107.659	0	0	0	0	run_cell 4 137
536	:	1788357262.987	    74.332	0	0	0	0	run_cell 4 139
415	:	1788354992.509	  2356.402	0	0	0	0	run_cell 4 18
540	:	1788357300.090	    74.690	0	0	0	0	run_cell 4 143
537	:	1788357267.690	   113.224	0	0	0	0	run_cell 4 140
538	:	1788357287.994	   113.452	0	0	0	0	run_cell 4 141
541	:	1788357337.322	    74.708	0	0	0	0	run_cell 4 144
539	:	1788357297.789	   114.796	0	0	0	0	run_cell 4 142
542	:	1788357348.916	    75.003	0	0	0	0	run_cell 4 145
546	:	1788357412.034	    78.101	0	0	0	0	run_cell 4 149
543	:	1788357374.785	   125.211	0	0	0	0	run_cell 4 146
548	:	1788357423.923	    78.717	0	0	0	0	run_cell 4 151
544	:	1788357380.919	   125.268	0	0	0	0	run_cell 4 147
545	:	1788357401.450	   117.845	0	0	0	0	run_cell 4 148
547	:	1788357412.589	   120.104	0	0	0	0	run_cell 4 150
549	:	1788357490.139	    79.048	0	0	0	0	run_cell 4 152
551	:	1788357502.645	    82.051	0	0	0	0	run_cell 4 154
552	:	1788357506.191	    80.831	0	0	0	0	run_cell 4 155
550	:	1788357500.001	   122.328	0	0	0	0	run_cell 4 153
553	:	1788357519.299	   123.958	0	0	0	0	run_cell 4 156
555	:	1788357569.190	    81.812	0	0	0	0	run_cell 4 158
554	:	1788357532.697	   126.241	0	0	0	0	run_cell 4 157
556	:	1788357584.699	    81.902	0	0	0	0	run_cell 4 159
557	:	1788357587.026	    84.389	0	0	0	0	run_cell 4 160
560	:	1788357651.007	    84.987	0	0	0	0	run_cell 4 163
558	:	1788357622.334	   128.743	0	0	0	0	run_cell 4 161
562	:	1788357666.604	    85.760	0	0	0	0	run_cell 4 165
563	:	1788357671.420	    86.110	0	0	0	0	run_cell 4 166
559	:	1788357643.263	   129.878	0	0	0	0	run_cell 4 162
561	:	1788357658.944	   131.578	0	0	0	0	run_cell 4 164
564	:	1788357735.999	    86.049	0	0	0	0	run_cell 4 167
566	:	1788357752.368	    88.065	0	0	0	0	run_cell 4 169
567	:	1788357757.535	    87.700	0	0	0	0	run_cell 4 170
565	:	1788357751.082	   134.253	0	0	0	0	run_cell 4 168
568	:	1788357773.146	   134.900	0	0	0	0	run_cell 4 171
570	:	1788357822.053	    88.358	0	0	0	0	run_cell 4 173
569	:	1788357790.528	   137.739	0	0	0	0	run_cell 4 172
571	:	1788357840.438	    89.587	0	0	0	0	run_cell 4 174
572	:	1788357845.240	    91.019	0	0	0	0	run_cell 4 175
573	:	1788357885.340	   100.496	0	0	0	0	run_cell 4 176
575	:	1788357910.416	    92.144	0	0	0	0	run_cell 4 178
577	:	1788357930.029	    93.476	0	0	0	0	run_cell 4 180
578	:	1788357936.264	    93.364	0	0	0	0	run_cell 4 181
574	:	1788357908.050	   141.786	0	0	0	0	run_cell 4 177
576	:	1788357928.273	   141.436	0	0	0	0	run_cell 4 179
579	:	1788357985.840	    92.688	0	0	0	0	run_cell 4 182
580	:	1788358002.563	    94.743	0	0	0	0	run_cell 4 183
581	:	1788358023.510	    94.397	0	0	0	0	run_cell 4 184
582	:	1788358029.631	    94.210	0	0	0	0	run_cell 4 185
585	:	1788358078.531	    98.092	0	0	0	0	run_cell 4 188
586	:	1788358097.311	    97.051	0	0	0	0	run_cell 4 189
583	:	1788358049.841	   148.129	0	0	0	0	run_cell 4 186
587	:	1788358117.911	    97.533	0	0	0	0	run_cell 4 190
584	:	1788358069.713	   148.766	0	0	0	0	run_cell 4 187
588	:	1788358123.845	    96.901	0	0	0	0	run_cell 4 191
590	:	1788358194.367	    98.459	0	0	0	0	run_cell 4 193
592	:	1788358215.449	    99.927	0	0	0	0	run_cell 4 195
594	:	1788358220.751	    98.924	0	0	0	0	run_cell 4 197
589	:	1788358176.627	   153.328	0	0	0	0	run_cell 4 192
598	:	1788358329.960	     0.086	0	0	0	0	run_cell 5 2
599	:	1788358330.051	     0.084	0	0	0	0	run_cell 5 3
600	:	1788358330.139	     0.087	0	0	0	0	run_cell 5 4
601	:	1788358330.229	     0.085	0	0	0	0	run_cell 5 5
602	:	1788358330.319	     0.085	0	0	0	0	run_cell 5 6
603	:	1788358330.409	     0.101	0	0	0	0	run_cell 5 7
604	:	1788358330.514	     0.202	0	0	0	0	run_cell 5 8
605	:	1788358330.720	     0.983	0	0	0	0	run_cell 5 9
606	:	1788358331.708	     3.804	0	0	0	0	run_cell 5 10
607	:	1788358335.516	    16.078	0	0	0	0	run_cell 5 11
591	:	1788358197.975	   155.763	0	0	0	0	run_cell 4 194
593	:	1788358218.484	   155.532	0	0	0	0	run_cell 4 196
595	:	1788358292.830	   101.050	0	0	0	0	run_cell 4 198
608	:	1788358351.599	    58.220	0	0	0	0	run_cell 5 12
596	:	1788358315.380	   100.599	0	0	0	0	run_cell 4 199
597	:	1788358319.679	   101.338	0	0	0	0	run_cell 4 200
609	:	1788358353.743	   141.257	0	0	0	0	run_cell 5 13
416	:	1788354992.511	  3888.104	0	0	0	0	run_cell 4 19
610	:	1788358374.021	   603.478	0	0	0	0	run_cell 5 14
611	:	1788358393.884	   586.358	0	0	0	0	run_cell 5 15
437	:	1788354992.561	  4418.773	0	0	0	0	run_cell 4 40
612	:	1788358409.824	  1251.028	0	0	0	0	run_cell 5 16
613	:	1788358415.984	  1913.916	0	0	0	0	run_cell 5 17
442	:	1788354992.575	  5623.292	0	0	0	0	run_cell 4 45
439	:	1788354992.567	  6248.346	0	0	0	0	run_cell 4 42
614	:	1788358421.021	  3061.675	0	0	0	0	run_cell 5 18
417	:	1788354992.513	  7855.665	0	0	0	0	run_cell 4 20
615	:	1788358495.004	  4700.095	0	0	0	0	run_cell 5 19
458	:	1788355500.451	  8381.508	0	0	0	0	run_cell 4 61
435	:	1788354992.556	  9256.181	0	0	0	0	run_cell 4 38
418	:	1788354992.516	  9504.971	0	0	0	0	run_cell 4 21
455	:	1788355001.849	 10325.952	0	0	0	0	run_cell 4 58
441	:	1788354992.572	 10389.233	0	0	0	0	run_cell 4 44
616	:	1788358880.619	  6827.779	0	0	0	0	run_cell 5 20
453	:	1788354993.384	 11406.942	0	0	0	0	run_cell 4 56
444	:	1788354992.580	 12264.384	0	0	0	0	run_cell 4 47
419	:	1788354992.519	 12599.328	0	0	0	0	run_cell 4 22
456	:	1788355040.813	 12655.324	0	0	0	0	run_cell 4 59
440	:	1788354992.569	 13419.240	0	0	0	0	run_cell 4 43
447	:	1788354992.587	 14559.074	0	0	0	0	run_cell 4 50
617	:	1788358977.503	 10843.569	0	0	0	0	run_cell 5 21
421	:	1788354992.524	 15058.289	0	0	0	0	run_cell 4 24
443	:	1788354992.577	 15256.440	0	0	0	0	run_cell 4 46
420	:	1788354992.521	 16062.292	0	0	0	0	run_cell 4 23
445	:	1788354992.582	 16156.037	0	0	0	0	run_cell 4 48
449	:	1788354992.593	 16484.663	0	0	0	0	run_cell 4 52
618	:	1788358980.245	 12579.745	0	0	0	0	run_cell 5 22
454	:	1788354995.632	 16645.237	0	0	0	0	run_cell 4 57
452	:	1788354992.611	 16733.052	0	0	0	0	run_cell 4 55
446	:	1788354992.585	 17255.112	0	0	0	0	run_cell 4 49
451	:	1788354992.599	 17770.581	0	0	0	0	run_cell 4 54
438	:	1788354992.564	 18423.632	0	0	0	0	run_cell 4 41
619	:	1788359411.339	 15152.525	0	0	0	0	run_cell 5 23
450	:	1788354992.596	 20532.167	0	0	0	0	run_cell 4 53
423	:	1788354992.530	 20692.377	0	0	0	0	run_cell 4 26
422	:	1788354992.527	 20702.970	0	0	0	0	run_cell 4 25
654	:	1788375695.502	   107.327	0	0	0	0	run_cell 5 58
655	:	1788375802.834	    52.046	0	0	0	0	run_cell 5 59
656	:	1788375854.885	    57.408	0	0	0	0	run_cell 5 60
657	:	1788375912.298	    58.606	0	0	0	0	run_cell 5 61
658	:	1788375970.909	    59.925	0	0	0	0	run_cell 5 62
659	:	1788376030.838	    62.928	0	0	0	0	run_cell 5 63
433	:	1788354992.552	 21125.826	0	0	0	0	run_cell 4 36
639	:	1788369821.076	  6334.519	0	0	0	0	run_cell 5 43
660	:	1788376093.770	    64.618	0	0	0	0	run_cell 5 64
661	:	1788376118.382	    77.845	0	0	0	0	run_cell 5 65
663	:	1788376158.393	    43.955	0	0	0	0	run_cell 5 67
662	:	1788376155.599	    70.328	0	0	0	0	run_cell 5 66
664	:	1788376196.231	    42.825	0	0	0	0	run_cell 5 68
665	:	1788376202.352	    55.766	0	0	0	0	run_cell 5 69
667	:	1788376239.061	    43.996	0	0	0	0	run_cell 5 71
666	:	1788376225.932	    72.710	0	0	0	0	run_cell 5 70
668	:	1788376258.122	    60.783	0	0	0	0	run_cell 5 72
669	:	1788376283.062	    44.089	0	0	0	0	run_cell 5 73
671	:	1788376318.910	    45.533	0	0	0	0	run_cell 5 75
670	:	1788376298.648	    69.127	0	0	0	0	run_cell 5 74
672	:	1788376327.156	    49.584	0	0	0	0	run_cell 5 76
673	:	1788376364.447	    45.897	0	0	0	0	run_cell 5 77
674	:	1788376367.779	    71.263	0	0	0	0	run_cell 5 78
675	:	1788376376.745	    71.932	0	0	0	0	run_cell 5 79
676	:	1788376410.348	    60.343	0	0	0	0	run_cell 5 80
677	:	1788376439.046	    60.440	0	0	0	0	run_cell 5 81
678	:	1788376448.681	    74.220	0	0	0	0	run_cell 5 82
679	:	1788376470.696	    73.842	0	0	0	0	run_cell 5 83
680	:	1788376499.491	    48.496	0	0	0	0	run_cell 5 84
683	:	1788376547.990	    49.161	0	0	0	0	run_cell 5 87
681	:	1788376522.905	    74.674	0	0	0	0	run_cell 5 85
682	:	1788376544.543	    75.957	0	0	0	0	run_cell 5 86
684	:	1788376597.155	    49.516	0	0	0	0	run_cell 5 88
685	:	1788376597.584	    76.456	0	0	0	0	run_cell 5 89
686	:	1788376620.504	    61.781	0	0	0	0	run_cell 5 90
687	:	1788376646.676	    50.466	0	0	0	0	run_cell 5 91
689	:	1788376682.289	    50.871	0	0	0	0	run_cell 5 93
690	:	1788376697.147	    51.401	0	0	0	0	run_cell 5 94
688	:	1788376674.046	    79.345	0	0	0	0	run_cell 5 92
691	:	1788376733.164	    51.553	0	0	0	0	run_cell 5 95
692	:	1788376748.553	    51.976	0	0	0	0	run_cell 5 96
693	:	1788376753.396	    80.162	0	0	0	0	run_cell 5 97
694	:	1788376784.722	    52.306	0	0	0	0	run_cell 5 98
695	:	1788376800.533	    51.518	0	0	0	0	run_cell 5 99
697	:	1788376837.032	    50.478	0	0	0	0	run_cell 5 101
424	:	1788354992.532	 21908.996	0	0	0	0	run_cell 4 27
698	:	1788376852.055	    54.813	0	0	0	0	run_cell 5 102
696	:	1788376833.562	    86.506	0	0	0	0	run_cell 5 100
699	:	1788376887.515	    59.201	0	0	0	0	run_cell 5 103
700	:	1788376901.533	    56.571	0	0	0	0	run_cell 5 104
701	:	1788376906.873	    51.643	0	0	0	0	run_cell 5 105
703	:	1788376946.721	    53.071	0	0	0	0	run_cell 5 107
704	:	1788376958.108	    51.968	0	0	0	0	run_cell 5 108
702	:	1788376920.072	    90.372	0	0	0	0	run_cell 5 106
705	:	1788376958.519	    53.067	0	0	0	0	run_cell 5 109
706	:	1788376999.795	    52.586	0	0	0	0	run_cell 5 110
707	:	1788377010.081	    54.118	0	0	0	0	run_cell 5 111
709	:	1788377011.591	    55.444	0	0	0	0	run_cell 5 113
708	:	1788377010.450	    82.204	0	0	0	0	run_cell 5 112
710	:	1788377052.386	    55.304	0	0	0	0	run_cell 5 114
711	:	1788377064.203	    57.171	0	0	0	0	run_cell 5 115
712	:	1788377067.039	    56.766	0	0	0	0	run_cell 5 116
714	:	1788377107.694	    58.341	0	0	0	0	run_cell 5 118
715	:	1788377121.378	    58.443	0	0	0	0	run_cell 5 119
713	:	1788377092.659	    89.254	0	0	0	0	run_cell 5 117
716	:	1788377123.808	    59.584	0	0	0	0	run_cell 5 120
717	:	1788377166.039	    59.457	0	0	0	0	run_cell 5 121
718	:	1788377179.824	    61.425	0	0	0	0	run_cell 5 122
720	:	1788377183.397	    62.029	0	0	0	0	run_cell 5 124
719	:	1788377181.917	    93.361	0	0	0	0	run_cell 5 123
721	:	1788377225.499	    63.701	0	0	0	0	run_cell 5 125
722	:	1788377241.253	    64.079	0	0	0	0	run_cell 5 126
723	:	1788377245.431	    66.582	0	0	0	0	run_cell 5 127
725	:	1788377289.205	    65.944	0	0	0	0	run_cell 5 129
726	:	1788377305.336	    66.388	0	0	0	0	run_cell 5 130
724	:	1788377275.284	    99.055	0	0	0	0	run_cell 5 128
727	:	1788377312.017	    66.329	0	0	0	0	run_cell 5 131
728	:	1788377355.153	    68.880	0	0	0	0	run_cell 5 132
731	:	1788377378.351	    70.851	0	0	0	0	run_cell 5 135
729	:	1788377371.728	    82.768	0	0	0	0	run_cell 5 133
730	:	1788377374.344	   107.078	0	0	0	0	run_cell 5 134
732	:	1788377424.038	    70.377	0	0	0	0	run_cell 5 136
733	:	1788377449.207	    71.236	0	0	0	0	run_cell 5 137
734	:	1788377454.501	   109.311	0	0	0	0	run_cell 5 138
736	:	1788377494.419	    72.965	0	0	0	0	run_cell 5 140
735	:	1788377481.427	   110.618	0	0	0	0	run_cell 5 139
737	:	1788377520.448	    72.542	0	0	0	0	run_cell 5 141
739	:	1788377567.388	    74.954	0	0	0	0	run_cell 5 143
741	:	1788377592.994	    75.604	0	0	0	0	run_cell 5 145
738	:	1788377563.816	   114.897	0	0	0	0	run_cell 5 142
740	:	1788377592.050	   114.278	0	0	0	0	run_cell 5 144
742	:	1788377642.346	    76.581	0	0	0	0	run_cell 5 146
743	:	1788377668.602	    75.711	0	0	0	0	run_cell 5 147
746	:	1788377718.931	    76.852	0	0	0	0	run_cell 5 150
744	:	1788377678.717	   118.680	0	0	0	0	run_cell 5 148
747	:	1788377744.317	    79.229	0	0	0	0	run_cell 5 151
745	:	1788377706.332	   118.491	0	0	0	0	run_cell 5 149
748	:	1788377795.788	    78.592	0	0	0	0	run_cell 5 152
750	:	1788377823.549	    79.535	0	0	0	0	run_cell 5 154
749	:	1788377797.403	   122.073	0	0	0	0	run_cell 5 153
751	:	1788377824.828	   122.578	0	0	0	0	run_cell 5 155
752	:	1788377874.385	   106.049	0	0	0	0	run_cell 5 156
753	:	1788377903.088	    81.254	0	0	0	0	run_cell 5 157
754	:	1788377919.481	   136.808	0	0	0	0	run_cell 5 158
757	:	1788377984.347	    89.918	0	0	0	0	run_cell 5 161
755	:	1788377947.412	   130.436	0	0	0	0	run_cell 5 159
756	:	1788377980.440	   113.523	0	0	0	0	run_cell 5 160
758	:	1788378056.293	    91.365	0	0	0	0	run_cell 5 162
761	:	1788378093.968	    85.121	0	0	0	0	run_cell 5 165
759	:	1788378074.269	   129.628	0	0	0	0	run_cell 5 163
760	:	1788378077.852	   129.375	0	0	0	0	run_cell 5 164
763	:	1788378179.094	    84.876	0	0	0	0	run_cell 5 167
762	:	1788378147.663	   131.152	0	0	0	0	run_cell 5 166
764	:	1788378203.902	   134.440	0	0	0	0	run_cell 5 168
765	:	1788378207.231	   133.009	0	0	0	0	run_cell 5 169
766	:	1788378263.974	    86.959	0	0	0	0	run_cell 5 170
640	:	1788370050.816	  8325.085	0	0	0	0	run_cell 5 44
767	:	1788378278.821	   135.539	0	0	0	0	run_cell 5 171
770	:	1788378350.936	    89.030	0	0	0	0	run_cell 5 174
768	:	1788378338.346	   136.194	0	0	0	0	run_cell 5 172
769	:	1788378340.246	   135.705	0	0	0	0	run_cell 5 173
771	:	1788378375.905	   139.197	0	0	0	0	run_cell 5 175
773	:	1788378439.970	    90.963	0	0	0	0	run_cell 5 177
772	:	1788378414.365	   138.448	0	0	0	0	run_cell 5 176
774	:	1788378474.545	   140.398	0	0	0	0	run_cell 5 178
775	:	1788378475.956	   141.198	0	0	0	0	run_cell 5 179
777	:	1788378530.937	    91.641	0	0	0	0	run_cell 5 181
776	:	1788378515.107	   143.207	0	0	0	0	run_cell 5 180
778	:	1788378552.818	   126.688	0	0	0	0	run_cell 5 182
781	:	1788378622.582	    94.342	0	0	0	0	run_cell 5 185
779	:	1788378614.948	   145.009	0	0	0	0	run_cell 5 183
780	:	1788378617.159	   145.328	0	0	0	0	run_cell 5 184
783	:	1788378679.511	   103.784	0	0	0	0	run_cell 5 187
782	:	1788378658.319	   146.035	0	0	0	0	run_cell 5 186
784	:	1788378716.928	    96.140	0	0	0	0	run_cell 5 188
785	:	1788378759.961	   105.786	0	0	0	0	run_cell 5 189
789	:	1788378813.072	    97.296	0	0	0	0	run_cell 5 193
786	:	1788378762.491	   148.881	0	0	0	0	run_cell 5 190
787	:	1788378783.299	   150.858	0	0	0	0	run_cell 5 191
788	:	1788378804.359	   151.802	0	0	0	0	run_cell 5 192
790	:	1788378865.751	    98.857	0	0	0	0	run_cell 5 194
791	:	1788378910.373	    99.898	0	0	0	0	run_cell 5 195
792	:	1788378911.377	   151.970	0	0	0	0	run_cell 5 196
797	:	1788379063.353	     0.090	0	0	0	0	run_cell 6 2
798	:	1788379063.446	     0.087	0	0	0	0	run_cell 6 3
799	:	1788379063.536	     0.082	0	0	0	0	run_cell 6 4
800	:	1788379063.620	     0.088	0	0	0	0	run_cell 6 5
801	:	1788379063.711	     0.088	0	0	0	0	run_cell 6 6
802	:	1788379063.803	     0.220	0	0	0	0	run_cell 6 7
795	:	1788378964.613	    99.940	0	0	0	0	run_cell 5 199
803	:	1788379064.026	     2.096	0	0	0	0	run_cell 6 8
804	:	1788379064.557	    13.050	0	0	0	0	run_cell 6 9
793	:	1788378934.161	   155.095	0	0	0	0	run_cell 5 197
794	:	1788378956.165	   154.108	0	0	0	0	run_cell 5 198
796	:	1788379010.274	   101.126	0	0	0	0	run_cell 5 200
805	:	1788379066.127	   157.720	0	0	0	0	run_cell 6 10
425	:	1788354992.535	 24495.939	0	0	0	0	run_cell 4 28
620	:	1788359660.856	 19957.034	0	0	0	0	run_cell 5 24
808	:	1788379110.278	   507.865	0	0	0	0	run_cell 6 13
448	:	1788354992.590	 24645.881	0	0	0	0	run_cell 4 51
809	:	1788379111.404	   552.088	0	0	0	0	run_cell 6 14
807	:	1788379089.262	   664.145	0	0	0	0	run_cell 6 12
810	:	1788379223.852	   585.533	0	0	0	0	run_cell 6 15
806	:	1788379077.611	  1007.323	0	0	0	0	run_cell 6 11
653	:	1788375684.911	  4446.254	0	0	0	0	run_cell 5 57
811	:	1788379488.479	   658.551	0	0	0	0	run_cell 6 16
641	:	1788370249.021	  9928.560	0	0	0	0	run_cell 5 45
637	:	1788368411.813	 12101.743	0	0	0	0	run_cell 5 41
812	:	1788379617.894	  1237.378	0	0	0	0	run_cell 6 17
426	:	1788354992.537	 27015.750	0	0	0	0	run_cell 4 29
652	:	1788375524.766	  6556.710	0	0	0	0	run_cell 5 56
643	:	1788371148.625	 11028.542	0	0	0	0	run_cell 5 47
813	:	1788379618.148	  2657.148	0	0	0	0	run_cell 6 18
642	:	1788371054.818	 11965.733	0	0	0	0	run_cell 5 46
814	:	1788379638.475	  3607.713	0	0	0	0	run_cell 6 19
427	:	1788354992.539	 28483.378	0	0	0	0	run_cell 4 30
650	:	1788373416.200	 10145.437	0	0	0	0	run_cell 5 54
429	:	1788354992.543	 29717.291	0	0	0	0	run_cell 4 32
431	:	1788354992.548	 30788.596	0	0	0	0	run_cell 4 34
651	:	1788374563.868	 11600.996	0	0	0	0	run_cell 5 55
432	:	1788354992.550	 31345.771	0	0	0	0	run_cell 4 35
621	:	1788360329.904	 26535.425	0	0	0	0	run_cell 5 25
815	:	1788379663.498	  7308.075	0	0	0	0	run_cell 6 20
645	:	1788371559.994	 15422.220	0	0	0	0	run_cell 5 49
647	:	1788371725.668	 15787.420	0	0	0	0	run_cell 5 51
428	:	1788354992.541	 33882.976	0	0	0	0	run_cell 4 31
816	:	1788379753.411	  9270.835	0	0	0	0	run_cell 6 21
430	:	1788354992.546	 34338.578	0	0	0	0	run_cell 4 33
649	:	1788372763.184	 16724.934	0	0	0	0	run_cell 5 53
644	:	1788371477.260	 18538.835	0	0	0	0	run_cell 5 48
638	:	1788369551.665	 20710.636	0	0	0	0	run_cell 5 42
436	:	1788354992.559	 35369.266	0	0	0	0	run_cell 4 39
646	:	1788371640.874	 18967.059	0	0	0	0	run_cell 5 50
648	:	1788372247.703	 19375.437	0	0	0	0	run_cell 5 52
836	:	1788386865.334	  5133.970	0	0	0	0	run_cell 6 41
839	:	1788387513.092	  4493.145	0	0	0	0	run_cell 6 44
850	:	1788392006.242	    62.823	0	0	0	0	run_cell 6 55
849	:	1788391999.308	    78.806	0	0	0	0	run_cell 6 54
852	:	1788392078.118	    49.762	0	0	0	0	run_cell 6 57
851	:	1788392069.070	    77.519	0	0	0	0	run_cell 6 56
853	:	1788392127.883	    41.311	0	0	0	0	run_cell 6 58
855	:	1788392169.197	    46.734	0	0	0	0	run_cell 6 60
854	:	1788392146.594	    77.418	0	0	0	0	run_cell 6 59
856	:	1788392215.935	    61.210	0	0	0	0	run_cell 6 61
857	:	1788392224.017	    72.437	0	0	0	0	run_cell 6 62
858	:	1788392277.149	    42.397	0	0	0	0	run_cell 6 63
860	:	1788392319.550	    41.255	0	0	0	0	run_cell 6 65
859	:	1788392296.459	    65.676	0	0	0	0	run_cell 6 64
861	:	1788392360.809	    49.035	0	0	0	0	run_cell 6 66
862	:	1788392362.139	    66.996	0	0	0	0	run_cell 6 67
863	:	1788392409.848	    43.872	0	0	0	0	run_cell 6 68
864	:	1788392429.140	    68.080	0	0	0	0	run_cell 6 69
865	:	1788392453.724	    46.043	0	0	0	0	run_cell 6 70
867	:	1788392499.771	    43.301	0	0	0	0	run_cell 6 72
866	:	1788392497.225	    72.527	0	0	0	0	run_cell 6 71
868	:	1788392543.075	    43.244	0	0	0	0	run_cell 6 73
870	:	1788392586.323	    43.206	0	0	0	0	run_cell 6 75
869	:	1788392569.756	    65.560	0	0	0	0	run_cell 6 74
871	:	1788392629.533	    43.618	0	0	0	0	run_cell 6 76
872	:	1788392635.321	    67.205	0	0	0	0	run_cell 6 77
873	:	1788392673.155	    44.214	0	0	0	0	run_cell 6 78
875	:	1788392717.374	    45.267	0	0	0	0	run_cell 6 80
874	:	1788392702.532	    68.850	0	0	0	0	run_cell 6 79
876	:	1788392762.646	    45.921	0	0	0	0	run_cell 6 81
877	:	1788392771.387	    70.457	0	0	0	0	run_cell 6 82
878	:	1788392808.571	    46.379	0	0	0	0	run_cell 6 83
880	:	1788392854.955	    47.269	0	0	0	0	run_cell 6 85
879	:	1788392841.849	    71.114	0	0	0	0	run_cell 6 84
881	:	1788392902.228	    67.294	0	0	0	0	run_cell 6 86
882	:	1788392912.967	    72.588	0	0	0	0	run_cell 6 87
883	:	1788392969.526	    72.697	0	0	0	0	run_cell 6 88
884	:	1788392985.559	    74.634	0	0	0	0	run_cell 6 89
885	:	1788393042.227	    73.670	0	0	0	0	run_cell 6 90
886	:	1788393060.199	    73.916	0	0	0	0	run_cell 6 91
887	:	1788393115.901	    74.325	0	0	0	0	run_cell 6 92
